batch_id,market,index_name,ticker,announce_date,effective_date,event_type,inclusion,running_variable,cutoff,data_mode,note,sector,source
CN-csi300-002648-20220527-20220610-add-01,CN,CSI300,000963,2022-05-27,2022-06-10,addition,0,299.25,300.0,demo_pseudo_running_variable,Demo pseudo-ranking data generated from matched controls. Replace this file with actual pre-adjustment ranking data for real RD evidence.,,CSIndex adjustment attachment manual transcription
CN-csi300-002709-20211126-20211210-add-01,CN,CSI300,002709,2021-11-26,2021-12-10,addition,1,300.35,300.0,demo_pseudo_running_variable,Demo pseudo-ranking data generated from matched controls. Replace this file with actual pre-adjustment ranking data for real RD evidence.,,CSIndex adjustment attachment manual transcription
CN-csi300-002709-20211126-20211210-add-01,CN,CSI300,000625,2021-11-26,2021-12-10,addition,0,299.85,300.0,demo_pseudo_running_variable,Demo pseudo-ranking data generated from matched controls. Replace this file with actual pre-adjustment ranking data for real RD evidence.,,CSIndex adjustment attachment manual transcription
CN-csi300-002709-20211126-20211210-add-01,CN,CSI300,300450,2021-11-26,2021-12-10,addition,0,299.55,300.0,demo_pseudo_running_variable,Demo pseudo-ranking data generated from matched controls. Replace this file with actual pre-adjustment ranking data for real RD evidence.,,CSIndex adjustment attachment manual transcription
CN-csi300-002709-20211126-20211210-add-01,CN,CSI300,603659,2021-11-26,2021-12-10,addition,0,299.25,300.0,demo_pseudo_running_variable,Demo pseudo-ranking data generated from matched controls. Replace this file with actual pre-adjustment ranking data for real RD evidence.,,CSIndex adjustment attachment manual transcription
CN-csi300-002791-20211126-20211210-add-01,CN,CSI300,002791,2021-11-26,2021-12-10,addition,1,300.35,300.0,demo_pseudo_running_variable,Demo pseudo-ranking data generated from matched controls. Replace this file with actual pre-adjustment ranking data for real RD evidence.,,CSIndex adjustment attachment manual transcription
CN-csi300-002791-20211126-20211210-add-01,CN,CSI300,002120,2021-11-26,2021-12-10,addition,0,299.85,300.0,demo_pseudo_running_variable,Demo pseudo-ranking data generated from matched controls. Replace this file with actual pre-adjustment ranking data for real RD evidence.,,CSIndex adjustment attachment manual transcription
CN-csi300-002791-20211126-20211210-add-01,CN,CSI300,002414,2021-11-26,2021-12-10,addition,0,299.55,300.0,demo_pseudo_running_variable,Demo pseudo-ranking data generated from matched controls. Replace this file with actual pre-adjustment ranking data for real RD evidence.,,CSIndex adjustment attachment manual transcription
CN-csi300-002791-20211126-20211210-add-01,CN,CSI300,002756,2021-11-26,2021-12-10,addition,0,299.25,300.0,demo_pseudo_running_variable,Demo pseudo-ranking data generated from matched controls. Replace this file with actual pre-adjustment ranking data for real RD evidence.,,CSIndex adjustment attachment manual transcription
CN-csi300-002920-20220527-20220610-add-01,CN,CSI300,002920,2022-05-27,2022-06-10,addition,1,300.35,300.0,demo_pseudo_running_variable,Demo pseudo-ranking data generated from matched controls. Replace this file with actual pre-adjustment ranking data for real RD evidence.,,CSIndex adjustment attachment manual transcription
CN-csi300-002920-20220527-20220610-add-01,CN,CSI300,000425,2022-05-27,2022-06-10,addition,0,299.85,300.0,demo_pseudo_running_variable,Demo pseudo-ranking data generated from matched controls. Replace this file with actual pre-adjustment ranking data for real RD evidence.,,CSIndex adjustment attachment manual transcription
CN-csi300-002920-20220527-20220610-add-01,CN,CSI300,000768,2022-05-27,2022-06-10,addition,0,299.55,300.0,demo_pseudo_running_variable,Demo pseudo-ranking data generated from matched controls. Replace this file with actual pre-adjustment ranking data for real RD evidence.,,CSIndex adjustment attachment manual transcription
CN-csi300-002920-20220527-20220610-add-01,CN,CSI300,300450,2022-05-27,2022-06-10,addition,0,299.25,300.0,demo_pseudo_running_variable,Demo pseudo-ranking data generated from matched controls. Replace this file with actual pre-adjustment ranking data for real RD evidence.,,CSIndex adjustment attachment manual transcription
CN-csi300-003816-20200601-20200615-add-01,CN,CSI300,003816,2020-06-01,2020-06-15,addition,1,300.35,300.0,demo_pseudo_running_variable,Demo pseudo-ranking data generated from matched controls. Replace this file with actual pre-adjustment ranking data for real RD evidence.,,CSIndex adjustment attachment manual transcription
CN-csi300-003816-20200601-20200615-add-01,CN,CSI300,000568,2020-06-01,2020-06-15,addition,0,299.85,300.0,demo_pseudo_running_variable,Demo pseudo-ranking data generated from matched controls. Replace this file with actual pre-adjustment ranking data for real RD evidence.,,CSIndex adjustment attachment manual transcription
CN-csi300-003816-20200601-20200615-add-01,CN,CSI300,000725,2020-06-01,2020-06-15,addition,0,299.55,300.0,demo_pseudo_running_variable,Demo pseudo-ranking data generated from matched controls. Replace this file with actual pre-adjustment ranking data for real RD evidence.,,CSIndex adjustment attachment manual transcription
CN-csi300-003816-20200601-20200615-add-01,CN,CSI300,001979,2020-06-01,2020-06-15,addition,0,299.25,300.0,demo_pseudo_running_variable,Demo pseudo-ranking data generated from matched controls. Replace this file with actual pre-adjustment ranking data for real RD evidence.,,CSIndex adjustment attachment manual transcription
CN-csi300-300014-20200601-20200615-add-01,CN,CSI300,300014,2020-06-01,2020-06-15,addition,1,300.35,300.0,demo_pseudo_running_variable,Demo pseudo-ranking data generated from matched controls. Replace this file with actual pre-adjustment ranking data for real RD evidence.,,CSIndex adjustment attachment manual transcription
CN-csi300-300014-20200601-20200615-add-01,CN,CSI300,002007,2020-06-01,2020-06-15,addition,0,299.85,300.0,demo_pseudo_running_variable,Demo pseudo-ranking data generated from matched controls. Replace this file with actual pre-adjustment ranking data for real RD evidence.,,CSIndex adjustment attachment manual transcription
CN-csi300-300014-20200601-20200615-add-01,CN,CSI300,002027,2020-06-01,2020-06-15,addition,0,299.55,300.0,demo_pseudo_running_variable,Demo pseudo-ranking data generated from matched controls. Replace this file with actual pre-adjustment ranking data for real RD evidence.,,CSIndex adjustment attachment manual transcription
CN-csi300-300014-20200601-20200615-add-01,CN,CSI300,002050,2020-06-01,2020-06-15,addition,0,299.25,300.0,demo_pseudo_running_variable,Demo pseudo-ranking data generated from matched controls. Replace this file with actual pre-adjustment ranking data for real RD evidence.,,CSIndex adjustment attachment manual transcription
CN-csi300-300207-20220527-20220610-add-01,CN,CSI300,300207,2022-05-27,2022-06-10,addition,1,300.35,300.0,demo_pseudo_running_variable,Demo pseudo-ranking data generated from matched controls. Replace this file with actual pre-adjustment ranking data for real RD evidence.,,CSIndex adjustment attachment manual transcription
CN-csi300-300207-20220527-20220610-add-01,CN,CSI300,002756,2022-05-27,2022-06-10,addition,0,299.85,300.0,demo_pseudo_running_variable,Demo pseudo-ranking data generated from matched controls. Replace this file with actual pre-adjustment ranking data for real RD evidence.,,CSIndex adjustment attachment manual transcription
CN-csi300-300207-20220527-20220610-add-01,CN,CSI300,300769,2022-05-27,2022-06-10,addition,0,299.55,300.0,demo_pseudo_running_variable,Demo pseudo-ranking data generated from matched controls. Replace this file with actual pre-adjustment ranking data for real RD evidence.,,CSIndex adjustment attachment manual transcription
CN-csi300-300207-20220527-20220610-add-01,CN,CSI300,600733,2022-05-27,2022-06-10,addition,0,299.25,300.0,demo_pseudo_running_variable,Demo pseudo-ranking data generated from matched controls. Replace this file with actual pre-adjustment ranking data for real RD evidence.,,CSIndex adjustment attachment manual transcription
CN-csi300-300223-20220527-20220610-add-01,CN,CSI300,300223,2022-05-27,2022-06-10,addition,1,300.35,300.0,demo_pseudo_running_variable,Demo pseudo-ranking data generated from matched controls. Replace this file with actual pre-adjustment ranking data for real RD evidence.,,CSIndex adjustment attachment manual transcription
CN-csi300-300223-20220527-20220610-add-01,CN,CSI300,002414,2022-05-27,2022-06-10,addition,0,299.85,300.0,demo_pseudo_running_variable,Demo pseudo-ranking data generated from matched controls. Replace this file with actual pre-adjustment ranking data for real RD evidence.,,CSIndex adjustment attachment manual transcription
CN-csi300-300223-20220527-20220610-add-01,CN,CSI300,600733,2022-05-27,2022-06-10,addition,0,299.55,300.0,demo_pseudo_running_variable,Demo pseudo-ranking data generated from matched controls. Replace this file with actual pre-adjustment ranking data for real RD evidence.,,CSIndex adjustment attachment manual transcription
CN-csi300-300223-20220527-20220610-add-01,CN,CSI300,600816,2022-05-27,2022-06-10,addition,0,299.25,300.0,demo_pseudo_running_variable,Demo pseudo-ranking data generated from matched controls. Replace this file with actual pre-adjustment ranking data for real RD evidence.,,CSIndex adjustment attachment manual transcription
CN-csi300-300308-20231124-20231208-add-01,CN,CSI300,300308,2023-11-24,2023-12-08,addition,1,300.35,300.0,demo_pseudo_running_variable,Demo pseudo-ranking data generated from matched controls. Replace this file with actual pre-adjustment ranking data for real RD evidence.,,CSIndex adjustment attachment manual transcription
CN-csi300-300308-20231124-20231208-add-01,CN,CSI300,000166,2023-11-24,2023-12-08,addition,0,299.85,300.0,demo_pseudo_running_variable,Demo pseudo-ranking data generated from matched controls. Replace this file with actual pre-adjustment ranking data for real RD evidence.,,CSIndex adjustment attachment manual transcription
CN-csi300-300308-20231124-20231208-add-01,CN,CSI300,001979,2023-11-24,2023-12-08,addition,0,299.55,300.0,demo_pseudo_running_variable,Demo pseudo-ranking data generated from matched controls. Replace this file with actual pre-adjustment ranking data for real RD evidence.,,CSIndex adjustment attachment manual transcription
CN-csi300-300308-20231124-20231208-add-01,CN,CSI300,002230,2023-11-24,2023-12-08,addition,0,299.25,300.0,demo_pseudo_running_variable,Demo pseudo-ranking data generated from matched controls. Replace this file with actual pre-adjustment ranking data for real RD evidence.,,CSIndex adjustment attachment manual transcription
CN-csi300-300316-20211126-20211210-add-01,CN,CSI300,300316,2021-11-26,2021-12-10,addition,1,300.35,300.0,demo_pseudo_running_variable,Demo pseudo-ranking data generated from matched controls. Replace this file with actual pre-adjustment ranking data for real RD evidence.,,CSIndex adjustment attachment manual transcription
CN-csi300-300316-20211126-20211210-add-01,CN,CSI300,002271,2021-11-26,2021-12-10,addition,0,299.85,300.0,demo_pseudo_running_variable,Demo pseudo-ranking data generated from matched controls. Replace this file with actual pre-adjustment ranking data for real RD evidence.,,CSIndex adjustment attachment manual transcription
CN-csi300-300316-20211126-20211210-add-01,CN,CSI300,600733,2021-11-26,2021-12-10,addition,0,299.55,300.0,demo_pseudo_running_variable,Demo pseudo-ranking data generated from matched controls. Replace this file with actual pre-adjustment ranking data for real RD evidence.,,CSIndex adjustment attachment manual transcription
CN-csi300-300316-20211126-20211210-add-01,CN,CSI300,600884,2021-11-26,2021-12-10,addition,0,299.25,300.0,demo_pseudo_running_variable,Demo pseudo-ranking data generated from matched controls. Replace this file with actual pre-adjustment ranking data for real RD evidence.,,CSIndex adjustment attachment manual transcription
CN-csi300-300418-20240531-20240614-add-01,CN,CSI300,300418,2024-05-31,2024-06-14,addition,1,300.35,300.0,demo_pseudo_running_variable,Demo pseudo-ranking data generated from matched controls. Replace this file with actual pre-adjustment ranking data for real RD evidence.,,CSIndex adjustment attachment manual transcription
CN-csi300-300418-20240531-20240614-add-01,CN,CSI300,000661,2024-05-31,2024-06-14,addition,0,299.85,300.0,demo_pseudo_running_variable,Demo pseudo-ranking data generated from matched controls. Replace this file with actual pre-adjustment ranking data for real RD evidence.,,CSIndex adjustment attachment manual transcription
CN-csi300-300418-20240531-20240614-add-01,CN,CSI300,002049,2024-05-31,2024-06-14,addition,0,299.55,300.0,demo_pseudo_running_variable,Demo pseudo-ranking data generated from matched controls. Replace this file with actual pre-adjustment ranking data for real RD evidence.,,CSIndex adjustment attachment manual transcription
CN-csi300-300418-20240531-20240614-add-01,CN,CSI300,603939,2024-05-31,2024-06-14,addition,0,299.25,300.0,demo_pseudo_running_variable,Demo pseudo-ranking data generated from matched controls. Replace this file with actual pre-adjustment ranking data for real RD evidence.,,CSIndex adjustment attachment manual transcription
CN-csi300-300442-20240531-20240614-add-01,CN,CSI300,300442,2024-05-31,2024-06-14,addition,1,300.35,300.0,demo_pseudo_running_variable,Demo pseudo-ranking data generated from matched controls. Replace this file with actual pre-adjustment ranking data for real RD evidence.,,CSIndex adjustment attachment manual transcription
CN-csi300-300442-20240531-20240614-add-01,CN,CSI300,000661,2024-05-31,2024-06-14,addition,0,299.85,300.0,demo_pseudo_running_variable,Demo pseudo-ranking data generated from matched controls. Replace this file with actual pre-adjustment ranking data for real RD evidence.,,CSIndex adjustment attachment manual transcription
CN-csi300-300442-20240531-20240614-add-01,CN,CSI300,002812,2024-05-31,2024-06-14,addition,0,299.55,300.0,demo_pseudo_running_variable,Demo pseudo-ranking data generated from matched controls. Replace this file with actual pre-adjustment ranking data for real RD evidence.,,CSIndex adjustment attachment manual transcription
CN-csi300-300442-20240531-20240614-add-01,CN,CSI300,603939,2024-05-31,2024-06-14,addition,0,299.25,300.0,demo_pseudo_running_variable,Demo pseudo-ranking data generated from matched controls. Replace this file with actual pre-adjustment ranking data for real RD evidence.,,CSIndex adjustment attachment manual transcription
CN-csi300-300454-20220527-20220610-add-01,CN,CSI300,300454,2022-05-27,2022-06-10,addition,1,300.35,300.0,demo_pseudo_running_variable,Demo pseudo-ranking data generated from matched controls. Replace this file with actual pre-adjustment ranking data for real RD evidence.,,CSIndex adjustment attachment manual transcription
CN-csi300-300454-20220527-20220610-add-01,CN,CSI300,002939,2022-05-27,2022-06-10,addition,0,299.85,300.0,demo_pseudo_running_variable,Demo pseudo-ranking data generated from matched controls. Replace this file with actual pre-adjustment ranking data for real RD evidence.,,CSIndex adjustment attachment manual transcription
CN-csi300-300454-20220527-20220610-add-01,CN,CSI300,002945,2022-05-27,2022-06-10,addition,0,299.55,300.0,demo_pseudo_running_variable,Demo pseudo-ranking data generated from matched controls. Replace this file with actual pre-adjustment ranking data for real RD evidence.,,CSIndex adjustment attachment manual transcription
CN-csi300-300454-20220527-20220610-add-01,CN,CSI300,601216,2022-05-27,2022-06-10,addition,0,299.25,300.0,demo_pseudo_running_variable,Demo pseudo-ranking data generated from matched controls. Replace this file with actual pre-adjustment ranking data for real RD evidence.,,CSIndex adjustment attachment manual transcription
CN-csi300-300496-20220527-20220610-add-01,CN,CSI300,300496,2022-05-27,2022-06-10,addition,1,300.35,300.0,demo_pseudo_running_variable,Demo pseudo-ranking data generated from matched controls. Replace this file with actual pre-adjustment ranking data for real RD evidence.,,CSIndex adjustment attachment manual transcription
CN-csi300-300496-20220527-20220610-add-01,CN,CSI300,002756,2022-05-27,2022-06-10,addition,0,299.85,300.0,demo_pseudo_running_variable,Demo pseudo-ranking data generated from matched controls. Replace this file with actual pre-adjustment ranking data for real RD evidence.,,CSIndex adjustment attachment manual transcription
CN-csi300-300496-20220527-20220610-add-01,CN,CSI300,300769,2022-05-27,2022-06-10,addition,0,299.55,300.0,demo_pseudo_running_variable,Demo pseudo-ranking data generated from matched controls. Replace this file with actual pre-adjustment ranking data for real RD evidence.,,CSIndex adjustment attachment manual transcription
CN-csi300-300496-20220527-20220610-add-01,CN,CSI300,601872,2022-05-27,2022-06-10,addition,0,299.25,300.0,demo_pseudo_running_variable,Demo pseudo-ranking data generated from matched controls. Replace this file with actual pre-adjustment ranking data for real RD evidence.,,CSIndex adjustment attachment manual transcription
CN-csi300-300601-20200601-20200615-add-01,CN,CSI300,300601,2020-06-01,2020-06-15,addition,1,300.35,300.0,demo_pseudo_running_variable,Demo pseudo-ranking data generated from matched controls. Replace this file with actual pre-adjustment ranking data for real RD evidence.,,CSIndex adjustment attachment manual transcription
CN-csi300-300601-20200601-20200615-add-01,CN,CSI300,000166,2020-06-01,2020-06-15,addition,0,299.85,300.0,demo_pseudo_running_variable,Demo pseudo-ranking data generated from matched controls. Replace this file with actual pre-adjustment ranking data for real RD evidence.,,CSIndex adjustment attachment manual transcription
CN-csi300-300601-20200601-20200615-add-01,CN,CSI300,000617,2020-06-01,2020-06-15,addition,0,299.55,300.0,demo_pseudo_running_variable,Demo pseudo-ranking data generated from matched controls. Replace this file with actual pre-adjustment ranking data for real RD evidence.,,CSIndex adjustment attachment manual transcription
CN-csi300-300601-20200601-20200615-add-01,CN,CSI300,000776,2020-06-01,2020-06-15,addition,0,299.25,300.0,demo_pseudo_running_variable,Demo pseudo-ranking data generated from matched controls. Replace this file with actual pre-adjustment ranking data for real RD evidence.,,CSIndex adjustment attachment manual transcription
CN-csi300-300628-20200601-20200615-add-01,CN,CSI300,300628,2020-06-01,2020-06-15,addition,1,300.35,300.0,demo_pseudo_running_variable,Demo pseudo-ranking data generated from matched controls. Replace this file with actual pre-adjustment ranking data for real RD evidence.,,CSIndex adjustment attachment manual transcription
CN-csi300-300628-20200601-20200615-add-01,CN,CSI300,000157,2020-06-01,2020-06-15,addition,0,299.85,300.0,demo_pseudo_running_variable,Demo pseudo-ranking data generated from matched controls. Replace this file with actual pre-adjustment ranking data for real RD evidence.,,CSIndex adjustment attachment manual transcription
CN-csi300-300628-20200601-20200615-add-01,CN,CSI300,002252,2020-06-01,2020-06-15,addition,0,299.55,300.0,demo_pseudo_running_variable,Demo pseudo-ranking data generated from matched controls. Replace this file with actual pre-adjustment ranking data for real RD evidence.,,CSIndex adjustment attachment manual transcription
CN-csi300-300628-20200601-20200615-add-01,CN,CSI300,601162,2020-06-01,2020-06-15,addition,0,299.25,300.0,demo_pseudo_running_variable,Demo pseudo-ranking data generated from matched controls. Replace this file with actual pre-adjustment ranking data for real RD evidence.,,CSIndex adjustment attachment manual transcription
CN-csi300-300661-20220527-20220610-add-01,CN,CSI300,300661,2022-05-27,2022-06-10,addition,1,300.35,300.0,demo_pseudo_running_variable,Demo pseudo-ranking data generated from matched controls. Replace this file with actual pre-adjustment ranking data for real RD evidence.,,CSIndex adjustment attachment manual transcription
CN-csi300-300661-20220527-20220610-add-01,CN,CSI300,000617,2022-05-27,2022-06-10,addition,0,299.85,300.0,demo_pseudo_running_variable,Demo pseudo-ranking data generated from matched controls. Replace this file with actual pre-adjustment ranking data for real RD evidence.,,CSIndex adjustment attachment manual transcription
CN-csi300-300661-20220527-20220610-add-01,CN,CSI300,002050,2022-05-27,2022-06-10,addition,0,299.55,300.0,demo_pseudo_running_variable,Demo pseudo-ranking data generated from matched controls. Replace this file with actual pre-adjustment ranking data for real RD evidence.,,CSIndex adjustment attachment manual transcription
CN-csi300-300661-20220527-20220610-add-01,CN,CSI300,601607,2022-05-27,2022-06-10,addition,0,299.25,300.0,demo_pseudo_running_variable,Demo pseudo-ranking data generated from matched controls. Replace this file with actual pre-adjustment ranking data for real RD evidence.,,CSIndex adjustment attachment manual transcription
CN-csi300-300750-20211126-20211210-add-01,CN,CSI300,300750,2021-11-26,2021-12-10,addition,1,300.35,300.0,demo_pseudo_running_variable,Demo pseudo-ranking data generated from matched controls. Replace this file with actual pre-adjustment ranking data for real RD evidence.,,CSIndex adjustment attachment manual transcription
CN-csi300-300750-20211126-20211210-add-01,CN,CSI300,000333,2021-11-26,2021-12-10,addition,0,299.85,300.0,demo_pseudo_running_variable,Demo pseudo-ranking data generated from matched controls. Replace this file with actual pre-adjustment ranking data for real RD evidence.,,CSIndex adjustment attachment manual transcription
CN-csi300-300750-20211126-20211210-add-01,CN,CSI300,000568,2021-11-26,2021-12-10,addition,0,299.55,300.0,demo_pseudo_running_variable,Demo pseudo-ranking data generated from matched controls. Replace this file with actual pre-adjustment ranking data for real RD evidence.,,CSIndex adjustment attachment manual transcription
CN-csi300-300750-20211126-20211210-add-01,CN,CSI300,000858,2021-11-26,2021-12-10,addition,0,299.25,300.0,demo_pseudo_running_variable,Demo pseudo-ranking data generated from matched controls. Replace this file with actual pre-adjustment ranking data for real RD evidence.,,CSIndex adjustment attachment manual transcription
CN-csi300-300751-20220527-20220610-add-01,CN,CSI300,300751,2022-05-27,2022-06-10,addition,1,300.35,300.0,demo_pseudo_running_variable,Demo pseudo-ranking data generated from matched controls. Replace this file with actual pre-adjustment ranking data for real RD evidence.,,CSIndex adjustment attachment manual transcription
CN-csi300-300751-20220527-20220610-add-01,CN,CSI300,000425,2022-05-27,2022-06-10,addition,0,299.85,300.0,demo_pseudo_running_variable,Demo pseudo-ranking data generated from matched controls. Replace this file with actual pre-adjustment ranking data for real RD evidence.,,CSIndex adjustment attachment manual transcription
CN-csi300-300751-20220527-20220610-add-01,CN,CSI300,000661,2022-05-27,2022-06-10,addition,0,299.55,300.0,demo_pseudo_running_variable,Demo pseudo-ranking data generated from matched controls. Replace this file with actual pre-adjustment ranking data for real RD evidence.,,CSIndex adjustment attachment manual transcription
CN-csi300-300751-20220527-20220610-add-01,CN,CSI300,000963,2022-05-27,2022-06-10,addition,0,299.25,300.0,demo_pseudo_running_variable,Demo pseudo-ranking data generated from matched controls. Replace this file with actual pre-adjustment ranking data for real RD evidence.,,CSIndex adjustment attachment manual transcription
CN-csi300-300759-20211126-20211210-add-01,CN,CSI300,300759,2021-11-26,2021-12-10,addition,1,300.35,300.0,demo_pseudo_running_variable,Demo pseudo-ranking data generated from matched controls. Replace this file with actual pre-adjustment ranking data for real RD evidence.,,CSIndex adjustment attachment manual transcription
CN-csi300-300759-20211126-20211210-add-01,CN,CSI300,000063,2021-11-26,2021-12-10,addition,0,299.85,300.0,demo_pseudo_running_variable,Demo pseudo-ranking data generated from matched controls. Replace this file with actual pre-adjustment ranking data for real RD evidence.,,CSIndex adjustment attachment manual transcription
CN-csi300-300759-20211126-20211210-add-01,CN,CSI300,000338,2021-11-26,2021-12-10,addition,0,299.55,300.0,demo_pseudo_running_variable,Demo pseudo-ranking data generated from matched controls. Replace this file with actual pre-adjustment ranking data for real RD evidence.,,CSIndex adjustment attachment manual transcription
CN-csi300-300759-20211126-20211210-add-01,CN,CSI300,300450,2021-11-26,2021-12-10,addition,0,299.25,300.0,demo_pseudo_running_variable,Demo pseudo-ranking data generated from matched controls. Replace this file with actual pre-adjustment ranking data for real RD evidence.,,CSIndex adjustment attachment manual transcription
CN-csi300-300760-20211126-20211210-add-01,CN,CSI300,300760,2021-11-26,2021-12-10,addition,1,300.35,300.0,demo_pseudo_running_variable,Demo pseudo-ranking data generated from matched controls. Replace this file with actual pre-adjustment ranking data for real RD evidence.,,CSIndex adjustment attachment manual transcription
CN-csi300-300760-20211126-20211210-add-01,CN,CSI300,000001,2021-11-26,2021-12-10,addition,0,299.85,300.0,demo_pseudo_running_variable,Demo pseudo-ranking data generated from matched controls. Replace this file with actual pre-adjustment ranking data for real RD evidence.,,CSIndex adjustment attachment manual transcription
CN-csi300-300760-20211126-20211210-add-01,CN,CSI300,000333,2021-11-26,2021-12-10,addition,0,299.55,300.0,demo_pseudo_running_variable,Demo pseudo-ranking data generated from matched controls. Replace this file with actual pre-adjustment ranking data for real RD evidence.,,CSIndex adjustment attachment manual transcription
CN-csi300-300760-20211126-20211210-add-01,CN,CSI300,000568,2021-11-26,2021-12-10,addition,0,299.25,300.0,demo_pseudo_running_variable,Demo pseudo-ranking data generated from matched controls. Replace this file with actual pre-adjustment ranking data for real RD evidence.,,CSIndex adjustment attachment manual transcription
CN-csi300-300763-20220527-20220610-add-01,CN,CSI300,300763,2022-05-27,2022-06-10,addition,1,300.35,300.0,demo_pseudo_running_variable,Demo pseudo-ranking data generated from matched controls. Replace this file with actual pre-adjustment ranking data for real RD evidence.,,CSIndex adjustment attachment manual transcription
CN-csi300-300763-20220527-20220610-add-01,CN,CSI300,002756,2022-05-27,2022-06-10,addition,0,299.85,300.0,demo_pseudo_running_variable,Demo pseudo-ranking data generated from matched controls. Replace this file with actual pre-adjustment ranking data for real RD evidence.,,CSIndex adjustment attachment manual transcription
CN-csi300-300763-20220527-20220610-add-01,CN,CSI300,600233,2022-05-27,2022-06-10,addition,0,299.55,300.0,demo_pseudo_running_variable,Demo pseudo-ranking data generated from matched controls. Replace this file with actual pre-adjustment ranking data for real RD evidence.,,CSIndex adjustment attachment manual transcription
CN-csi300-300763-20220527-20220610-add-01,CN,CSI300,600522,2022-05-27,2022-06-10,addition,0,299.25,300.0,demo_pseudo_running_variable,Demo pseudo-ranking data generated from matched controls. Replace this file with actual pre-adjustment ranking data for real RD evidence.,,CSIndex adjustment attachment manual transcription
CN-csi300-300782-20211126-20211210-add-01,CN,CSI300,300782,2021-11-26,2021-12-10,addition,1,300.35,300.0,demo_pseudo_running_variable,Demo pseudo-ranking data generated from matched controls. Replace this file with actual pre-adjustment ranking data for real RD evidence.,,CSIndex adjustment attachment manual transcription
CN-csi300-300782-20211126-20211210-add-01,CN,CSI300,000596,2021-11-26,2021-12-10,addition,0,299.85,300.0,demo_pseudo_running_variable,Demo pseudo-ranking data generated from matched controls. Replace this file with actual pre-adjustment ranking data for real RD evidence.,,CSIndex adjustment attachment manual transcription
CN-csi300-300782-20211126-20211210-add-01,CN,CSI300,000661,2021-11-26,2021-12-10,addition,0,299.55,300.0,demo_pseudo_running_variable,Demo pseudo-ranking data generated from matched controls. Replace this file with actual pre-adjustment ranking data for real RD evidence.,,CSIndex adjustment attachment manual transcription
CN-csi300-300782-20211126-20211210-add-01,CN,CSI300,000768,2021-11-26,2021-12-10,addition,0,299.25,300.0,demo_pseudo_running_variable,Demo pseudo-ranking data generated from matched controls. Replace this file with actual pre-adjustment ranking data for real RD evidence.,,CSIndex adjustment attachment manual transcription
CN-csi300-300832-20240531-20240614-add-01,CN,CSI300,300832,2024-05-31,2024-06-14,addition,1,300.35,300.0,demo_pseudo_running_variable,Demo pseudo-ranking data generated from matched controls. Replace this file with actual pre-adjustment ranking data for real RD evidence.,,CSIndex adjustment attachment manual transcription
CN-csi300-300832-20240531-20240614-add-01,CN,CSI300,000983,2024-05-31,2024-06-14,addition,0,299.85,300.0,demo_pseudo_running_variable,Demo pseudo-ranking data generated from matched controls. Replace this file with actual pre-adjustment ranking data for real RD evidence.,,CSIndex adjustment attachment manual transcription
CN-csi300-300832-20240531-20240614-add-01,CN,CSI300,002028,2024-05-31,2024-06-14,addition,0,299.55,300.0,demo_pseudo_running_variable,Demo pseudo-ranking data generated from matched controls. Replace this file with actual pre-adjustment ranking data for real RD evidence.,,CSIndex adjustment attachment manual transcription
CN-csi300-300832-20240531-20240614-add-01,CN,CSI300,002241,2024-05-31,2024-06-14,addition,0,299.25,300.0,demo_pseudo_running_variable,Demo pseudo-ranking data generated from matched controls. Replace this file with actual pre-adjustment ranking data for real RD evidence.,,CSIndex adjustment attachment manual transcription
CN-csi300-300866-20211126-20211210-add-01,CN,CSI300,300866,2021-11-26,2021-12-10,addition,1,300.35,300.0,demo_pseudo_running_variable,Demo pseudo-ranking data generated from matched controls. Replace this file with actual pre-adjustment ranking data for real RD evidence.,,CSIndex adjustment attachment manual transcription
CN-csi300-300866-20211126-20211210-add-01,CN,CSI300,002028,2021-11-26,2021-12-10,addition,0,299.85,300.0,demo_pseudo_running_variable,Demo pseudo-ranking data generated from matched controls. Replace this file with actual pre-adjustment ranking data for real RD evidence.,,CSIndex adjustment attachment manual transcription
CN-csi300-300866-20211126-20211210-add-01,CN,CSI300,002153,2021-11-26,2021-12-10,addition,0,299.55,300.0,demo_pseudo_running_variable,Demo pseudo-ranking data generated from matched controls. Replace this file with actual pre-adjustment ranking data for real RD evidence.,,CSIndex adjustment attachment manual transcription
CN-csi300-300866-20211126-20211210-add-01,CN,CSI300,002384,2021-11-26,2021-12-10,addition,0,299.25,300.0,demo_pseudo_running_variable,Demo pseudo-ranking data generated from matched controls. Replace this file with actual pre-adjustment ranking data for real RD evidence.,,CSIndex adjustment attachment manual transcription
CN-csi300-300888-20211126-20211210-add-01,CN,CSI300,300888,2021-11-26,2021-12-10,addition,1,300.35,300.0,demo_pseudo_running_variable,Demo pseudo-ranking data generated from matched controls. Replace this file with actual pre-adjustment ranking data for real RD evidence.,,CSIndex adjustment attachment manual transcription
CN-csi300-300888-20211126-20211210-add-01,CN,CSI300,300558,2021-11-26,2021-12-10,addition,0,299.85,300.0,demo_pseudo_running_variable,Demo pseudo-ranking data generated from matched controls. Replace this file with actual pre-adjustment ranking data for real RD evidence.,,CSIndex adjustment attachment manual transcription
